texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Muy linda, mucho sol pero me gustó que habia bancas limpias para sentarse a pesar de la cantidad de palomas en la zona.",5.0,parque,google_maps,Hace un mes,Plaza de La Cultura.,positiva
Muy bien lugar para visitar,5.0,parque,google_maps,Hace 4 meses,Plaza de La Cultura.,positiva
Muy bonito todo. Estilo colonial.,5.0,parque,google_maps,Hace 2 meses,Plaza de La Cultura.,positiva
"Luego de la remodelacion se convirtió en un lugar más limpio, amplio y seguro. En las noches se puede disfrutar de las luces de la fuente que debo aceptar es muy hermosa. Mucha gente local y extranjeros se detienen un momento de su ajetreado día para admirar este pequeño espectáculo. Si además se visita el Teatro Nacional puede lograr una experiencia memorable. Disfrute también de un delicioso café y repostería en el café del Teatro. Nota final: es más bonito de noche.",5.0,parque,google_maps,Hace 8 años,Plaza de La Cultura.,positiva
Variedad de tiendas; muchas personas venden cosas en la calle y ademas el area tiene una variedad de restaurantes o comida rapida international.,5.0,parque,google_maps,Hace 5 meses,Plaza de La Cultura.,positiva
"Excelente para pasear, y poder entrar a conocer estos bellos edificios, así como el teatro y el museo del oro",5.0,parque,google_maps,Hace un mes,Plaza de La Cultura.,positiva
"Conocer el Teatro Nacional de Costa Rica, su historia y las hermosas piezas de arte que alberga es toda una experiencia digna, una puerta a la cultura de un país y su idiosincrasia",5.0,parque,google_maps,Hace 4 semanas,Plaza de La Cultura.,positiva
Linda plaza histórica en San José de Costa Rica.,5.0,parque,google_maps,Hace un mes,Plaza de La Cultura.,positiva
Lindo lugar donde esperan muchas personas o salem solamente a dar una vuelta en el corazón de la capital de Costa Rica está esta emblemática plaza de la cultura que sirve de punto de referencia para miles de personas Debo decirles que no hay lugar para cubrirse de el sol o la lluvia pero por lo demás por lo céntrico que es esta muy bien,4.0,parque,google_maps,Hace 3 años,Plaza de La Cultura.,positiva
Es un lugar muy lindo y me encanta que en Costa Rica existen mucho estos árboles rosas hermosos,5.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,positiva
"Hermosa y limpia, esta a lado del teatro Nacional en San José. En las tardes prenden las fuentes con luces y música. Durante el día la gente disfruta de tomarse fotos con las palomas. Abajo se encuentra el museo precolombino. Esta a 2 cuadras de la catedral. Y caminando cerca del mercado, parques y museos.",5.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,positiva
"Hace tres años era un lugar mucho más lindo y limpio. Hoy está lleno de basura, todos los días a toda hora. No pasan 2 minutos sin que alguien pida plata y todo huele a orines. Horrible, está muy descuidado. Incluso las letras de SJO están rayadas. Rescato un par de zonas como el teatro nacional y el museo. También es divertido alimentar a las palomas con maíz.",3.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,neutral
"Sitio muy concurrido en San José, Costa Rica. En la parte de abajo están el Museo del Oro Precolombino, el Museo Numismático y una muestra de la colección de arte plástica del país. Desde allí, se puede llegar caminando al Museo del Jade, el Museo Nacional, la Plaza de la Democracia, el Parque nacional, entre otras atracciones. También, encontrarán en la peatonal: Hoteles (recomiendo El Maragato, con excelente relación calidad - precio), bancos, tiendas, restaurantes, librerías, entre otros; transporte variado y más...¡Visítala!",5.0,parque,google_maps,Hace 3 años,Plaza de La Cultura.,positiva
"Es un lugar muy agradable, lleno de palomas y clima fresco, muy amplio. Está en el centro de la ciudad. En su periferia se encuentra a escasos metros, el teatro nacional, 4 cuadras bajando al final de la vía peatonal el museo del jade y baje la plaza está el museo del oro, 3 lugares q debes visitar en San José.",4.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,positiva
"La plaza de la cultura, es un centro donde se ve de todo. Ventas de drogas, habitantes de la calle, algunos foráneos,bailando o cantando. Nique que decir la sobre producción de las palomas, la gente los alimentan,pero esos animales,tienen pulgas y tienen todos lleno de cuitas y lo cuitean a uno también, hasta en la cabeza les caen a más de uno de los que nos sentamos por allí.",5.0,parque,google_maps,Hace 2 meses,Plaza de La Cultura.,positiva
"Excelente lugar para ir a pasar el reto, tomar un poco de sol, ver el atardecer y comerce un heladito con la familia o solo.",5.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
"Plaza de la Cultura es un lugar (spot) tradicional, pero que desafortunadamente se queda sólo con el nombre, es decir, más allá de las diferentes expresiones urbanas que esporádicamente se dan durante el año, no hay un espacio cultural permanente. Se desaprovecha el tránsito tan amplio de personas durante el día. Asimismo, hay pocos espacios para tomar asiento, salvo que uno lo haga en las orillas.",4.0,parque,google_maps,Hace 3 años,Plaza de La Cultura.,positiva
"La verdad es un lugar muy bonito, vale la pena conocerlo, aunque el recorrido es algo corto el guia te explica toda su historia y te deja tomar el tiempo que quieras para tomar fotos y apreciar todo.",5.0,parque,google_maps,Hace 9 meses,Plaza de La Cultura.,positiva
Hermoso lugar muy representativo de la capital,5.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
"Esta plaza es un bello lugar para pasar la tarde aunque recuerda que a las 10 de la mañana (ceeo) sale un recorrido gratuito por este sitio que te lleva a conocer la ciudad. Recomendaciones: 1. Come en las sodas son accesibles y deliciosas 2. Si eres mexicano NO COMPRES DOLARES PARA CAMBIARLOS, mejor saca de los cajeros directamente (sólo te cobra 30 pesos) o paga con tarjeta. 3. Los comercios empiezan a cerrar a las 6 de la tarde (increíble) 4. Los bancos abren a las 8:30 No todos pero sí algunos 5. Come gallo pinto es delicioso 6. Tomate un batido (es como un tipo de licuado muy sabroso y popular) 7. Compra café es riquísimo 8. Compra los recuerdos en el mercado ( te saldrán super económicos) 9. Tomate una imperial (cerveza muy rica y ligera) 10. Disfruta",5.0,parque,google_maps,Hace 7 años,Plaza de La Cultura.,positiva
Limpia. Tranquila. Buen punto para apreciar el entorno real del camino diario de miles de Costarricenses. Lo malo es el bullicio de parlantes de tiendas aledañas y unido al tráfico automotriz le resta tranquilidad al espacio.,4.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
"Una de las plazas más conocidas del centro de San José, habitual lugar de paso para transeúntes, punto de encuentro de personas, así como de vendedores ambulantes y de periódicos, además de uno que otro músico informal presentándose en busca de algunas monedas. En sus alrededores se ubican puntos tradicionales de la ciudad, como el Teatro Nacional y la Avenida Central, a unas cuadras de la Caja Costarricense del Seguro Social y, hacia el otro lado, el Parque Central. Asimismo, en las entrañas de la plaza están los Museos del Banco Central. La Plaza de la Cultura ha sido lugar de ferias y conciertos gratuitos. Solía tener fuentes, ya inhabilitadas y sin agua desde hace tiempo, que ahora solo cumplen con la función de ser tragaluz de los museos ubicados en los niveles bajo tierra.",4.0,parque,google_maps,Hace 7 años,Plaza de La Cultura.,positiva
Exelente... Tiene recorridos guiados y dramatizados en ingles y en español. Además tiene una cafetería colonial adentro... Una joya en medio de la capital,5.0,parque,google_maps,Hace un mes,Plaza de La Cultura.,positiva
"La Plaza de la Cultura es, sin duda, uno de los espacios más emblemáticos del corazón de San José. Cada vez que la visito, me sorprende cómo logra reunir en un mismo punto el movimiento constante de la ciudad, la diversidad de personas y esa mezcla tan auténtica entre historia, arte y vida cotidiana. Es un sitio donde uno puede detenerse un momento, observar y sentir realmente el pulso de la capital. Lo que más valoro de esta plaza es su ubicación estratégica: está rodeada de algunos de los edificios y espacios culturales más importantes del país, como el Teatro Nacional y el Museo del Oro Precolombino. Eso la convierte en un punto de encuentro natural tanto para turistas como para quienes transitamos por San José con frecuencia. Sin embargo, como todo espacio urbano, también tiene áreas que podrían mejorar. A veces la presencia de vendedores informales es excesiva, y en ciertos momentos del día se percibe la necesidad de una mayor vigilancia o mantenimiento. Aun así, su ambiente vivo y dinámico compensa estas situaciones y refleja la verdadera esencia de San José: una ciudad que siempre está en movimiento. En conjunto, la Plaza de la Cultura sigue siendo un lugar imprescindible para comprender y disfrutar la identidad josefina. Recomiendo visitarla, tomarse unos minutos para apreciar su energía y disfrutar de ese pequeño respiro en medio del ritmo acelerado de la capital.",5.0,parque,google_maps,Hace 8 meses,Plaza de La Cultura.,positiva
"Punto de encuentro para nacionales y extranjeros. Dependiendo del día encontrará cantantes callejeros, ventas ambulantes y mucha diversidad. Debajo se encuentra el museo del oro y se puede apreciar el costado norte del teatro.",4.0,parque,google_maps,Hace 8 meses,Plaza de La Cultura.,positiva
"Es un bello lugar donde ver la cultura Costarricense es un lugar de orgullo nacional y grandes legados históricos. Recomiendo el ver el tour dentro del Teatro Nacional, les dará bastante información respecto de la historia del monumento.",4.0,parque,google_maps,Hace 9 años,Plaza de La Cultura.,positiva
Hermoso!!!!!! El tour interactivo vale la pena hacerlo. Los actores de lo mejor!!!!!,5.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
Sería bonito y educativo aprovechar la plaza para micro exposiciones de cultura con diferentes temáticas. El lugar no refleja tanta cultura como la que nos gustaría que cada costarricense tuviese.,3.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,neutral
"Un lugar que vale la pena conocer, si vienes a Costa Rica tienes que caminar y perderte en su ciudad!!!",5.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
"Un lugar muy tranquilo, limpio y puedes apreciar el entorno de los Ticos un lugar al que debes de ir en tu estadia en San José",5.0,parque,google_maps,Hace un año,Plaza de La Cultura.,positiva
"Infraestructura hecha debajo de la plaza misma, esta en pleno centro de San José, debajo esta el museo del Banco Central de Reserva de CR, la entrada cuesta 10 dólares para los turistas extranjeros. El miseo tiene tres pisos, hay muestras de las culturas precolonbinas de la zona, arte y numismática.",5.0,parque,google_maps,Hace 7 años,Plaza de La Cultura.,positiva
"Me ha sorprendido gratamente. Esta limpio y despejado, debido a que esta siempre habitado da sensacion de seguridad. Las gradas y los asientos estan bien dispuestos. La climatologia de la region acompaña y justifica que no haya arboles pues es un lugar fresco. Es un espacio que se agradece dentro de la trama urbana.",5.0,parque,google_maps,Hace 4 años,Plaza de La Cultura.,positiva
Es el centro de la ciudad han mejorado el aspecto. Hoy fue epicentro de un verdadero verano,5.0,parque,google_maps,Hace 6 meses,Plaza de La Cultura.,positiva
"Área al aire libre en el centro de la capital San José, se realizan actividades culturales y artísticas, para toda la familia. Debajo se encuentra el museo numismatico costarricense y al costado sur el Teatro Nacional de Costa Rica.",5.0,parque,google_maps,Hace 7 años,Plaza de La Cultura.,positiva
"Es de los mejores lugares al aire libre de la capital San José de Costa Rica, muy concurrida y cerca de todos los museos, hay mucha seguridad en las calles,",4.0,parque,google_maps,Hace 5 meses,Plaza de La Cultura.,positiva
"Importante punto de reunión! reconocido lugar donde ir a tomar fotografías visitar el Muse de Oro y Jade o tomarse una foto junto al Teatro Nacional, reconocidos restaurantes de comida rápida en sus alrededores o sencillamente detenerse para mirar la belleza de las ticas!",5.0,parque,google_maps,Hace 4 años,Plaza de La Cultura.,positiva
"Es un espacio muy bonito, con el teatro a un costado y el museo abajo, sin embargo, dicen algunos locales que puede llegar a ser peligroso. Yo pasé un par de veces a eso de las 10:00 pm, sí noté la falta de vigilancia y de luz en algunas calles circundantes",5.0,parque,google_maps,Hace 2 años,Plaza de La Cultura.,positiva
Bello lugar para descansar y tomar fotografías. Muchas naturaleza y quietud,5.0,parque,google_maps,Hace un año,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Un sitio bello en medio de la ciudad. Un lugar para desconectarse, caminar con el perro o simplemente sentarse a la sombra de uno de los muchos árboles.",5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Bello lugar, muy agradable para poder tener un respiro en plena capital. Variada vegetación y buen gusto en su diseño.",5.0,parque,google_maps,Hace 4 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Uno de los parques más bonitos y mejor cuidados de San José. Hay senderos, maquinas de ejercicio, bastantes lugares adónde sentarse y hasta un laberinto. Se ha desarrollado bastante en los últimos años, han puesto basureros, tomaderos de agua, han mejorado los caminos y han inovado con implementos cómo una estación de polinización para abejas y un espacio para intercambio de literatura",5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Muy lindo y tranquilo, ideal para caminar con las mascotas!!",5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Un lugar familiar para que los niños se diviertan y tengan contacto con la naturaleza en la ciudad,5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Hermoso lugar para pasear, respirar y compartir. Puedes llevar a tu perro tranquilamente. Área de juegos para niños. Mesas para pic nic. Agua para consumo humano y dispensador para animales. Hotel de abejas. Biblioteca de lectura pública para tomar y devolver el libro. Mural. Iluminación. Senderos.",4.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Un lugar sin igual en su alrededor. Gran cantidad de árboles y la mayoría con su nombre respectivo, hermosos senderitos, área verde bien marcada, área de picnic gratificante y un detalle hermoso. Una pequeña biblioteca al aire libre. Gracias municipalidad de curri por ese tremendo detalle.",5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Espacio amplio y senderos ideales para caminatas con mascotas o simplemente por relajarse, hay basureros distribuidos a lo largo del parque, mesas, area de juegos infantiles, laberinto de piedras, maquinas de ejercicios, iluminación con paneles solares y sensor de movimiento.",5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Muy lindo para caminar con mascotas.,5.0,parque,google_maps,Hace 5 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Es un lugar perfecto para hacer ejercicio, relajarse, tomar el sol, hacer picnics... Hay muchos árboles y se escuchan muchos pájaros, es muy bonito",5.0,parque,google_maps,Hace 5 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"La biblioteca pública, un excelente detalle!",5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Es hermoso pero descuidado. Los juegos infantiles en mal estado. Área de picnic minimo y poca sombra. No hay servicios sanitarios,2.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,negativa
Me encanta traer a mi perrito Barú Peraza,5.0,parque,google_maps,Hace 9 meses,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Es un hermoso parque ubicado en Curridabat además es muy tranquilo e ideal para sacar a los niños a ve vayan a jugar en el parque ya que cuenta con recreaciones para niños.,5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Me encanta este parque, muy bien cuidado, privado, un lugar que se puede visitar en familia o con amigos",5.0,parque,google_maps,Hace 4 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Es un parque agradable para estar en las tardes de verano, hay aves y flores. En este momento está un poco falto de vegetación.",4.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Es un aprque muy agardable con senderos, parque infantil, area de picnic, equipo para ejercitarse. Muy limpio, ordenado",5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Bonito lugar si deseas relajarte y pasar un rato en arminia con la naturaleza,3.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,neutral
Muy buen lugar para apartarse del bullicio de la ciudad. Muy aseado y muy buen servicio,3.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,neutral
"Excelente parque muy bien cuidado, ojala que los que lleguen lo sigan cuidando",5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Bonito, bien cuidado. La gente lo visita constantemente. Falta seguridad",4.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Me encanta es muy buen lugar para relajarte,5.0,parque,google_maps,Hace 4 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Para hacer ejercicio o fácil hasta sacar el perrito muy recomendado,5.0,parque,google_maps,Hace 4 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Precioso.. Ojo con las arañas nada mas jejeje,5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"Muy bien cuidado, bonitos senderos y plantas.",5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Muy limpio siempre está bien cuidado.,5.0,parque,google_maps,Hace 6 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Linda zona interurbana en medio de la ciudad,5.0,parque,google_maps,Hace un año,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Demasiado lindo con los senderos que tiene...,5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Muy limpio y tranquilo,5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Lugar tranquilo y bonito para caminar,5.0,parque,google_maps,Hace 5 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Magico lugar,5.0,parque,google_maps,Hace 5 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Lo pintaron y arreglaron los juegos y máquinas.,5.0,parque,google_maps,Hace 5 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Tranquilo y verde,5.0,parque,google_maps,Hace 7 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
Una belleza de lugar,5.0,parque,google_maps,Hace 4 años,Parque Monseñor Óscar Arnulfo Romero y Galdámez,positiva
"El restaurante fue una experiencia increíble. Los camareros eran muy amables y atentos, siempre con una sonrisa y dispuestos a ayudar. La comida estaba simplemente deliciosa, con sabores increíbles y una presentación impecable. Sin duda, un lugar al que volvería.",5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
"¡Una experiencia increíble de principio a fin! El servicio fue excepcional, especialmente gracias a nuestro mesero, Manuel, quien no solo fue súper amable, sino que también nos hizo excelentes recomendaciones que realmente marcaron la diferencia. La comida estuvo deliciosa —cada plato lleno de sabor y perfectamente presentado— y los cócteles estaban espectaculares. El ambiente del lugar es acogedor y con muy buena vibra, ideal tanto para una cena especial como para pasar un buen rato con amigos. Sin duda, volveré. ¡Gracias por una noche perfecta!",5.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
"¡Comimos muy rico! Llegamos al mediodía y, si bien no fuimos recibidos con la calidez típica de los ticos, decidimos quedarnos porque las reseñas eran buenas… y valió la pena. Pedimos el ceviche de la casa, muy sabroso, y la ensalada Guanacaste con pollo, fresca y bien servida. Marcos, quien sí nos atendió con mucha amabilidad, nos recomendó el churrasco y fue un gran acierto: carne tierna, sabrosa y con el plus de poder elegir el punto exacto de cocción, ya que se termina de hacer sobre una piedra caliente en la mesa. Acompañamos todo con agua de coco bien fresca. Una experiencia muy buena en general.",5.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
El churrasco y el filete de corvina deliciosos. Una cena para dos te puede costar $70. Relación precio calidad muy bien.,5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
"¡Experiencia de 5 estrellas en Coco Loco! Ricardo nos ofreció un servicio impecable de principio a fin. Fue muy atento, profesional y amable, haciendo que nuestra visita fuera aún más especial. La comida estuvo deliciosa, las bebidas excelentes y el ambiente increíble. Todo fue perfecto: buen servicio, buena comida y muy buenas bebidas. Sin duda, recomendamos este lugar y volveremos. ¡Gracias Ricardo por una experiencia memorable!",5.0,restaurante,google_maps,Hace 2 meses,Restaurante Coco Loco,positiva
"El restaurante fue una experiencia increíble. Los camareros eran muy amables, atentos, y dispuestos a ayudar. La comida estaba deliciosa, con sabores increíbles y una presentación impecable.",4.0,restaurante,google_maps,una semana atrás,Restaurante Coco Loco,positiva
"Excelente servicio! Comida muy rica, el jurel frito es muy delicioso Las bebidas increíbles!",5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
El mejor pargo que he comido en años. Deiber nos atendió de maravilla. Definitivamente regresaremos a este restaurant. Excelente servicio y comida muy buena.,5.0,restaurante,google_maps,Hace 4 meses,Restaurante Coco Loco,positiva
"Restaurante frente a la playa. Muy bueno para picar algo ligero con buen sabor, tomarte una copa, café o pedir para llevar a la playa. La presentación de los platos muy linda. La atención de los chicos de 10, aunque las camareras bastante frías y desentendidas.",4.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
"Había dejado de ir por un tiempo porque el servicio había bajado bastante. Aun así, decidí volver porque siempre me ha gustado mucho la comida. Ayer tuvimos una experiencia bastante incómoda. Llegamos alrededor de las 8:55 p.m. y antes de parquear preguntamos si todavía nos podían atender. Nos dijeron que sí, sin problema. Parqueamos a pocos metros y cuando ya íbamos a sentarnos, como a las 9:05 p.m., llegó un señor de forma poco amable a decirnos que ya estaban cerrando y que no nos podían atender, según el otro mesero cuando fui a preguntarle me dijo “diay man no se, él es el jefe” La verdad no entendimos, porque el horario indica que cierran a las 9:30 p.m., y además otro mesero ya nos había dicho que sí podíamos quedarnos. Más allá de eso, la forma en que nos lo dijeron dejó mucho que desear en cuanto a servicio al cliente. Iba con unos amigos a quienes les había hablado muy bien del lugar y se llevaron una mala impresión, lo cual me dio mucha pena. Ojalá puedan mejorar este tipo de situaciones, porque la comida es muy buena, pero experiencias así hacen que uno dude en volver.",1.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,negativa
Gran ubicación y comida. El servicio muy bueno. Complicado el tránsito y parqueo.,4.0,restaurante,google_maps,Hace 5 meses,Restaurante Coco Loco,positiva
La atención personalizada y la comida muy fresca y deliciosa,5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
"Probé un tartar de atún que tenían en especial, y ha sido el mejor que he comido en mucho tiempo, el Chef Álvaro salió a saludarme y fue un gesto lindo. El Moscow Mule que tome estaba riquísimo Mis hijos probaron alitas y dedos de pollo también estaban muy ricos. El servicio al cliente de este restaurante es impecable, Rachel y Jeffrey fueron sumamente atentos. Volveremos sin duda.",5.0,restaurante,google_maps,Hace 11 meses,Restaurante Coco Loco,positiva
En general esta bastante bien. Solo que algunas de las combinaciones en los platos se le salen un poco de las manos. El ceviche peruano con piña es un ejemplo. No me pareció ni la combinaciones/presentación más acertada. Pero por otro lado el pescado frito está excelente. La estrella del día fue bloody Mary.,4.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
"Amé este restaurante! Honestamente creí que iba a ser como cualquier restaurante de playa promedio con el menú de mariscos normal. Para nuestra sorpresa honestamente tienen platos para todos los gustos, el churrasco servido en piedra es delicioso y mi favorito el arroz coco loco era de otro mundo. Primera vez que vengo pero sin duda volveré. Ah, si o si hay que pedir el helado de coco aquí… es el mejor que he probado Muy buena atención y el lugar es muy lindo!",5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
Muy rica la comida buena atención y linda vista,5.0,restaurante,google_maps,Hace un mes,Restaurante Coco Loco,positiva
"Fuimos mi pareja y yo y nos atendió Jefry. Muy agradable y atento, no sabíamos qué pedir y nos recomendó una carne que estaba buenísima. Sin duda es un sitio que volveremos.",5.0,restaurante,google_maps,Hace 2 meses,Restaurante Coco Loco,positiva
"El personal de Coco Loco es super atento. Nos ofrecieron su popular Coco Loco inicial, cono una cortesía. Las mesitas al lado de la playa son el interior perfecto para presenciar en hermoso atardecer. La atención del lugar es excelente... si pudieran hacer algo con los mosquitos... brindarían a los comensales mucha más tranquilidad.",5.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
"Excelente servicio de Jefry y nuestros platos ceviche especial de la casa, Loco Coco y el Pargo fresco con Rice & Beans y vegetales, los 3 deliciosos!!! Y sin olvidar el atardecer precioso que vimos y las refrescantes aguas de pipa que son perfectas para la playa y el calor del verano Súper recomendado!!!",5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
"Una experiencia gastronomía interesante. El lugar hermoso y acogedor, el servicio excelente y la comida riquísima. Pedimos tacos de atún y wrap de pez espada. También probamos sangría y cerveza.",5.0,restaurante,google_maps,Hace 8 meses,Restaurante Coco Loco,positiva
"Desde el almuerzo, la cena, y el desayuno... Puedes pedir lo que quieras que es todo muy rico. Es una de las pocas veces que como vegetales de guarnición sabrosos. En otros lugares pides vegetales y saben a nada; aunque sean 4 vegetales diferentes, inexplicablemente saben a lo mismo. El punto de la carne y el buñuelo de yuca se destacan.",5.0,restaurante,google_maps,Hace 10 meses,Restaurante Coco Loco,positiva
"El lugar es bonito, puedes ver el atardecer mientras disfrutas de alguna bebida o algún platillo. Los tacos, la hamburguesa, y las bebidas estaban bastante bien. Lo que mas nos gustó fue el dip de palmito (entrada). Precios aceptables. Lo recomiendo y volvería a ir si se me presenta la oportunidad.",5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
"Deliciosa la comida y las entradas. Hay una salsa de palmito extra deli. Los meseros muy amables, el ambiente genial. Justo enfrente de playa flamingo. Es bastante concurrido, pero la atención es muy rápida. Super recomendado!",5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
"Nos encantó la comida, y las bebidas deliciosas! Servicio al cliente excelente y sirven muy rápido. Nos gustó mucho comer frente al mar, el ambiente muy bueno. Precio de la comida nos pareció justo, el de bebidas un poco elevado.",5.0,restaurante,google_maps,Hace 6 años,Restaurante Coco Loco,positiva
"Excelenteeeeee servicio! Ame los taquitos de corvina PEROOOO me deben los takitos de atun (es decir, volverè). Kudos Wilmar!",5.0,restaurante,google_maps,Hace un mes,Restaurante Coco Loco,positiva
"Bar frente a la playa, ideal para comer algo y contemplar el atardecer. Pedimos limonada (riquísima) y platos de pescados. Muy buena atención.",4.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
"El servicio fue excelente La comida no nos gustó mucho. Los cócteles y los jugos naturales estaba riquísimos! Excelente las sillas en el lado de la playa... logramos observar el atardecer que estaba hermoso Un poco difícil poder parquear cerca del restaurante, no cuenta con parqueo",4.0,restaurante,google_maps,Hace 3 años,Restaurante Coco Loco,positiva
Nos atendio Wiltar y nos dio un excelente servicio!,5.0,restaurante,google_maps,Hace 2 semanas,Restaurante Coco Loco,positiva
"Andrés dio un excelente servicio, de los agradezco un montón. Después de haber tenido un mal día, ustedes con su excelente servicio hacen que vuelva a reiniciar la vida. Muchas gracias",5.0,restaurante,google_maps,Hace 5 meses,Restaurante Coco Loco,positiva
La comida me gusto mucho. Sin embargo las porciones son minúsculas por lo que te quedas con hambre y para el precio no vale la pena.,2.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,negativa
"Excelente servicio, el salonero Jeffry nos atedio de la mejor manera, la comida super buena en general excelente servicio",5.0,restaurante,google_maps,Hace 10 meses,Restaurante Coco Loco,positiva
"Visita obligatoria si se está por la zona. Fuimos en tres distintas ocasiones y en todas quedamos satisfechos con los platos que ordenamos. Mención especial a la orden de brownie volcán, bastante bueno. En resumen, buen precio vs calidad y excelente servicio. Los saloneros muy atentos y amables. La ubicación es inmejorable para observar los atardeceres en la playa.",4.0,restaurante,google_maps,Hace 5 años,Restaurante Coco Loco,positiva
La ubicación del restaurante es fenomenal frente al mar y el atardecer desde acá es precioso. La atención es buena y hay muchas opciones de comida. El dip de palmito y albahaca para acompañar los chips es delicioso. Recomendado!,5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
"Muy buen sitio, agradable y el mesero Eduardo encantador. Recomendable totalmente",5.0,restaurante,google_maps,Hace un mes,Restaurante Coco Loco,positiva
"Tengo años de ir a Coco Loco pero este fin de semana con ese ceviche de la casa se ganó las 5 estrellas, ese sorbet de uchuva fue impresionante",5.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,positiva
